CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,District,Neighborhood,Longitude,Latitude,Premise,Total Incidents
05/08/2017,4:47:00 PM,1A,2400 EDMONDSON AV,HOMICIDE,Outside,FIREARM,WESTERN,Rosemont Homeowners/Tenan,-76.65503,39.2948,STREET,1
05/06/2017,7:10:00 PM,1A,300 WHITRIDGE AV,HOMICIDE,Outside,FIREARM,NORTHERN,Harwood,-76.61232,39.32149,STREET,1
05/06/2017,4:13:00 PM,1A,4800 HAZELWOOD AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Cedmont,-76.5325,39.34195,PARKING LOT,1
05/06/2017,3:30:00 PM,1A,1300 N STRICKER ST,HOMICIDE,Inside,FIREARM,WESTERN,Sandtown-Winchester,-76.64177,39.30346,DWELLING,1
05/06/2017,10:27:00 PM,1A,2600 QUANTICO AV,HOMICIDE,Outside,FIREARM,NORTHERN,Greenspring,-76.66128,39.33793,STREET,1
05/06/2017,1:40:00 PM,1A,2800 PROSPECT ST,HOMICIDE,Outside,FIREARM,WESTERN,Mosher,-76.6635,39.2987,STREET,1
05/04/2017,11:30:00 PM,1A,500 CHATEAU AV,HOMICIDE,Outside,FIREARM,NORTHERN,Winston-Govans,-76.60857,39.35079,VEHICLE,1
05/03/2017,8:37:00 PM,1A,1600 N FULTON AV,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.64636,39.30684,STREET,1
05/02/2017,7:29:00 PM,1A,3100 W NORTH AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Walbrook,-76.66952,39.30906,STREET,1
05/02/2017,10:49:00 PM,1A,3400 W CATON AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Saint Josephs,-76.67385,39.28643,STREET,1
05/02/2017,10:41:00 PM,1A,800 N GLOVER ST,HOMICIDE,Outside,FIREARM,EASTERN,Madison-Eastend,-76.5803,39.30035,STREET,1
04/30/2017,9:58:00 AM,1O,1200 E FEDERAL ST,HOMICIDE,Outside,OTHER,EASTERN,Oliver,-76.60192,39.30828,STREET,1
04/30/2017,9:19:00 PM,1A,2400 E PRESTON ST,HOMICIDE,Outside,FIREARM,EASTERN,Broadway East,-76.58403,39.3058,STREET,1
04/29/2017,2:17:00 PM,1A,700 N ROSE ST,HOMICIDE,Outside,FIREARM,EASTERN,Milton-Montford,-76.58165,39.29924,PUBLIC AREA,1
04/29/2017,10:14:00 PM,1A,0 S CAREY ST,HOMICIDE,Outside,FIREARM,WESTERN,Hollins Market,-76.63811,39.28851,STREET,1
04/29/2017,10:14:00 PM,1A,0 S CAREY ST,HOMICIDE,Outside,FIREARM,WESTERN,Hollins Market,-76.63811,39.28851,STREET,1
04/28/2017,8:57:00 PM,1A,2100 ASHTON ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Carrollton Ridge,-76.65023,39.28224,STREET,1
04/28/2017,4:51:00 AM,1A,200 EAST ST,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Pleasant View Gardens,-76.60371,39.29416,STREET,1
04/24/2017,4:31:00 AM,1A,0 S CALVERT ST,HOMICIDE,Outside,FIREARM,CENTRAL,Downtown,-76.61225,39.28953,STREET,1
04/24/2017,4:18:00 PM,1A,300 E 21ST ST,HOMICIDE,Outside,FIREARM,EASTERN,Barclay,-76.61251,39.31343,STREET,1
04/24/2017,1:32:00 PM,1A,2000 E FEDERAL ST,HOMICIDE,Outside,FIREARM,EASTERN,Broadway East,-76.59014,39.30876,STREET,1
04/23/2017,11:39:00 PM,1A,300 S CALHOUN ST,HOMICIDE,Outside,FIREARM,SOUTHERN,New Southwest/Mount Clare,-76.63935,39.28434,STREET,1
04/21/2017,11:30:00 AM,1K,1200 WALKER AV,HOMICIDE,Inside,KNIFE,NORTHEASTERN,Idlewood,-76.59143,39.37106,DWELLING,1
04/20/2017,1:45:00 AM,1A,5000 PALMER AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Central Park Heights,-76.67254,39.34818,STREET,1
04/18/2017,7:35:00 PM,1A,3000 PRESSTMAN ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Rosemont,-76.66754,39.30455,STREET,1
04/17/2017,3:30:00 PM,1A,4800 CLAYBURY AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Frankford,-76.54951,39.31854,VEHICLE,1
04/16/2017,12:39:00 PM,1A,4100 6TH ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Brooklyn,-76.60237,39.22993,STREET,1
04/16/2017,1:15:00 PM,1A,1400 N CAROLINE ST,HOMICIDE,Outside,FIREARM,EASTERN,Oliver,-76.59815,39.30642,STREET,1
04/15/2017,5:45:00 PM,1A,800 BRIDGEVIEW RD,HOMICIDE,Outside,FIREARM,SOUTHERN,Cherry Hill,-76.62416,39.24829,PUBLIC HOUSING,1
04/14/2017,10:45:00 PM,1A,3900 WABASH AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,East Arlington,-76.66567,39.32913,STREET,1
04/14/2017,10:12:00 AM,1A,3200 WOLCOTT AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Concerned Citizens Of For,-76.68485,39.32343,STREET,1
04/13/2017,8:46:00 PM,1A,4000 NORFOLK AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Concerned Citizens Of For,-76.68541,39.32403,STREET,1
04/11/2017,10:56:00 PM,1A,1200 N LUZERNE AV,HOMICIDE,Outside,FIREARM,EASTERN,Berea,-76.58129,39.30488,STREET,1
04/10/2017,12:14:00 PM,1A,1600 N MOUNT ST,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.64486,39.3069,STREET,1
04/09/2017,9:24:00 PM,1A,1200 W NORTH AV,HOMICIDE,Outside,FIREARM,WESTERN,Penn North,-76.63707,39.31032,STREET,1
04/09/2017,11:20:00 PM,1A,6100 PLANTVIEW WY,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,O'Donnell Heights,-76.54283,39.27714,PARKING LOT,1
04/08/2017,5:53:00 AM,1A,200 PEARL ST,HOMICIDE,Outside,FIREARM,CENTRAL,University Of Maryland,-76.62465,39.29139,STREET,1
04/08/2017,5:53:00 AM,1A,200 PEARL ST,HOMICIDE,Outside,FIREARM,CENTRAL,University Of Maryland,-76.62465,39.29139,STREET,1
04/04/2017,3:17:00 PM,1A,3400 JUNEWAY,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Belair-Edison,-76.56926,39.31798,ALLEY,1
04/03/2017,8:46:00 PM,1A,1600 N WOLFE ST,HOMICIDE,Outside,FIREARM,EASTERN,Broadway East,-76.59155,39.30883,STREET,1
03/30/2017,8:12:00 PM,1A,3500 WABASH AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Ashburton,-76.66563,39.32468,STREET,1
03/29/2017,2:14:00 PM,1A,2900 W BELVEDERE AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Pimlico Good Neighbors,-76.67118,39.3516,STREET,1
03/29/2017,1:54:00 PM,1O,5100 REISTERSTOWN RD,HOMICIDE,Outside,OTHER,NORTHWESTERN,Woodmere,-76.68251,39.34221,PARKING LOT,1
03/28/2017,2:46:00 AM,1K,3500 ESTHER PL,HOMICIDE,Outside,KNIFE,SOUTHEASTERN,Baltimore Highlands,-76.56839,39.29433,ALLEY,1
03/27/2017,1:16:00 PM,1A,2400 REISTERSTOWN RD,HOMICIDE,Outside,FIREARM,WESTERN,Mondawmin,-76.64939,39.31573,NA,1
03/26/2017,3:09:00 AM,1A,2300 TIOGA PKWY,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Liberty Square,-76.65439,39.31977,STREET,1
03/24/2017,4:46:00 PM,1A,2400 GREENMOUNT AV,HOMICIDE,Outside,FIREARM,EASTERN,Barclay,-76.60951,39.3163,STREET,1
03/22/2017,4:12:00 AM,1A,2400 GUILFORD AV,HOMICIDE,Outside,FIREARM,NORTHERN,Barclay,-76.61281,39.31666,STREET,1
03/19/2017,3:31:00 PM,1A,2700 THE ALAMEDA,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.59128,39.32156,STREET,1
03/18/2017,4:51:00 AM,1O,1200 GREENMOUNT AV,HOMICIDE,Inside,OTHER,EASTERN,Johnston Square,-76.60805,39.30441,DWELLING,1
03/18/2017,4:51:00 AM,1O,1200 GREENMOUNT AV,HOMICIDE,Inside,OTHER,EASTERN,Johnston Square,-76.60805,39.30441,DWELLING,1
03/17/2017,8:18:00 PM,1A,2600 W FAIRMOUNT AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Shipley Hill,-76.65865,39.28829,STREET,1
03/17/2017,7:49:00 PM,1A,2600 LOYOLA NORTHWAY,HOMICIDE,Outside,FIREARM,NORTHERN,Greenspring,-76.66258,39.33923,STREET,1
03/17/2017,11:31:00 PM,1A,4000 WHITE AV,HOMICIDE,Inside,FIREARM,NORTHEASTERN,Glenham-Belhar,-76.54572,39.34579,DWELLING,1
03/16/2017,9:51:00 PM,1A,2700 E MADISON ST,HOMICIDE,Outside,FIREARM,EASTERN,Madison-Eastend,-76.5791,39.30005,STREET,1
03/15/2017,12:24:00 AM,1A,1500 PENNSYLVANIA AV,HOMICIDE,Outside,FIREARM,CENTRAL,Upton,-76.63285,39.30204,STREET,1
03/14/2017,5:01:00 PM,1K,2400 ST PAUL ST,HOMICIDE,Inside,KNIFE,NORTHERN,Old Goucher,-76.61535,39.31676,DWELLING,1
03/14/2017,5:01:00 PM,1K,2400 ST PAUL ST,HOMICIDE,Inside,KNIFE,NORTHERN,Old Goucher,-76.61535,39.31676,DWELLING,1
03/13/2017,3:37:00 PM,1A,1500 RETREAT ST,HOMICIDE,Outside,FIREARM,WESTERN,Penn North,-76.64209,39.31269,STREET,1
03/11/2017,6:25:00 AM,1A,100 W HAMBURG ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Sharp-Leadenhall,-76.61571,39.27779,STREET,1
03/09/2017,9:35:00 PM,1A,2600 KIRK AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.59944,39.32084,STREET,1
03/09/2017,4:27:00 PM,1A,3400 W SARATOGA ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Allendale,-76.67416,39.29023,DWELLING,1
03/08/2017,8:12:00 PM,1A,300 S BRUCE ST,HOMICIDE,Outside,FIREARM,SOUTHERN,New Southwest/Mount Clare,-76.64429,39.28427,STREET,1
03/08/2017,5:25:00 AM,1O,5900 GLENOAK AV,HOMICIDE,Inside,OTHER,NORTHEASTERN,Glenham-Belhar,-76.55207,39.3532,DWELLING,1
03/08/2017,2:46:00 PM,1A,200 S BROADWAY,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Fells Point,-76.59365,39.28901,STREET,1
02/28/2017,4:12:00 PM,1A,1500 PENNSYLVANIA AV,HOMICIDE,Outside,FIREARM,CENTRAL,Upton,-76.63285,39.30204,STREET,1
02/27/2017,9:46:00 AM,1K,3600 BOWERS AV,HOMICIDE,Inside,KNIFE,NORTHWESTERN,Grove Park,-76.70607,39.33627,DWELLING,1
02/27/2017,8:14:00 PM,1K,5600 GREENHILL AV,HOMICIDE,Inside,KNIFE,NORTHEASTERN,Frankford,-76.54511,39.33876,DWELLING,1
02/26/2017,2:59:00 PM,1A,2600 W FAIRMOUNT AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Shipley Hill,-76.65865,39.28829,STREET,1
02/23/2017,6:11:00 PM,1A,3700 REISTERSTOWN RD,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Park Circle,-76.66134,39.33027,STREET,1
02/22/2017,8:02:00 PM,1A,500 BRUNSWICK ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Millhill,-76.65884,39.2784,DWELLING,1
02/21/2017,6:55:00 PM,1A,2800 WENBURN ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Westport,-76.63348,39.26371,STREET,1
02/18/2017,6:36:00 PM,1A,400 S MOUNT ST,HOMICIDE,Outside,FIREARM,SOUTHERN,New Southwest/Mount Clare,-76.6435,39.28262,STREET,1
02/16/2017,12:13:00 PM,1K,600 E EAGER ST,HOMICIDE,Inside,KNIFE,EASTERN,Johnston Square,-76.60778,39.30136,COMMON BUSINESS,1
02/13/2017,4:05:00 AM,1A,300 LYNDHURST ST,HOMICIDE,Inside,FIREARM,SOUTHWESTERN,Allendale,-76.68049,39.29097,DWELLING,1
02/12/2017,2:30:00 PM,1A,5100 CORDELIA AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Langston Hughes,-76.68017,39.34454,STREET,1
02/09/2017,2:43:00 PM,1A,200 N HILTON ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Saint Josephs,-76.67249,39.28884,STREET,1
02/08/2017,9:12:00 PM,1A,2800 KIRK AV,HOMICIDE,Inside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.59581,39.32432,DWELLING,1
02/08/2017,11:55:00 AM,1A,1800 W SARATOGA ST,HOMICIDE,Outside,FIREARM,WESTERN,Franklin Square,-76.64548,39.29208,STREET,1
02/06/2017,2:40:00 PM,1A,1300 W PRATT ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Union Square,-76.63808,39.2856,STREET,1
02/05/2017,4:54:00 PM,1A,2400 HOLLINS FERRY RD,HOMICIDE,Outside,FIREARM,SOUTHERN,Mount Winans,-76.64212,39.26303,STREET,1
02/03/2017,7:41:00 PM,1A,2600 ULMAN AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Park Circle,-76.65833,39.32976,STREET,1
02/03/2017,10:00:00 AM,1A,4700 PARKSIDE GARDEN DR,HOMICIDE,Inside,FIREARM,NORTHEASTERN,Parkside,-76.55512,39.32038,DWELLING,1
02/02/2017,10:28:00 PM,1A,3700 7TH ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Brooklyn,-76.6014,39.23469,STREET,1
02/02/2017,1:25:00 AM,1A,3900 PASCAL AV,HOMICIDE,Inside,FIREARM,SOUTHERN,Curtis Bay,-76.59142,39.2297,DWELLING,1
02/01/2017,4:56:00 PM,1A,4700 HAMPNETT AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Lauraville,-76.56945,39.34397,STREET,1
02/01/2017,4:42:00 PM,1A,1700 N BENTALOU ST,HOMICIDE,Outside,FIREARM,WESTERN,Coppin Heights/Ash-Co-Eas,-76.65403,39.30778,STREET,1
01/29/2017,4:31:00 PM,1K,2400 BRENTWOOD AV,HOMICIDE,Outside,KNIFE,EASTERN,Barclay,-76.61044,39.31632,ALLEY,1
01/28/2017,11:00:00 PM,1A,3400 S HANOVER ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Fairfield Area,-76.60813,39.24127,PUBLIC AREA,1
01/28/2017,10:42:00 PM,1A,2000 N MONROE ST,HOMICIDE,Outside,FIREARM,WESTERN,Mondawmin,-76.64828,39.31123,STREET,1
01/27/2017,1:25:00 PM,1A,1800 WASHINGTON BLVD,HOMICIDE,Outside,FIREARM,SOUTHERN,Carroll - Camden Industri,-76.64235,39.27513,STREET,1
01/26/2017,3:06:00 PM,1O,3600 MT PLEASANT AV,HOMICIDE,Outside,OTHER,SOUTHEASTERN,Baltimore Highlands,-76.56701,39.29091,STREET,1
01/26/2017,12:58:00 PM,1A,5000 QUEENSBERRY AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Central Park Heights,-76.67115,39.34898,STREET,1
01/25/2017,8:01:00 PM,1A,100 S CONKLING ST,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Baltimore Highlands,-76.56747,39.29081,STREET,1
01/25/2017,3:15:00 PM,1A,1100 N LUZERNE AV,HOMICIDE,Outside,FIREARM,EASTERN,Biddle Street,-76.58125,39.30411,STREET,1
01/24/2017,4:40:00 PM,1A,1900 E FEDERAL ST,HOMICIDE,Outside,FIREARM,EASTERN,Broadway East,-76.5911,39.30872,STREET,1
01/24/2017,4:30:00 PM,1A,3900 KENYON AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Belair-Edison,-76.56194,39.31725,STREET,1
01/23/2017,7:55:00 PM,1A,3800 OAKFORD AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Dolfield,-76.67962,39.33612,STREET,1
01/23/2017,10:44:00 AM,1A,1400 W Northern Pkwy,HOMICIDE,Outside,FIREARM,NORTHERN,Sabina-Mattfeldt,-76.649,39.36096,STREET,1
01/22/2017,9:50:00 PM,1A,3000 E BIDDLE ST,HOMICIDE,Outside,FIREARM,EASTERN,Berea,-76.57555,39.30505,STREET,1
01/22/2017,2:11:00 AM,1K,2000 FLEET ST,HOMICIDE,Outside,KNIFE,SOUTHEASTERN,Fells Point,-76.58741,39.28483,PARKING LOT,1
01/20/2017,12:00:00 AM,1A,600 DUMBARTON AV,HOMICIDE,Outside,FIREARM,NORTHERN,Pen Lucy,-76.60734,39.3381,STREET,1
01/20/2017,10:25:00 PM,1A,100 N HOWARD ST,HOMICIDE,Outside,FIREARM,CENTRAL,Downtown,-76.61954,39.29054,STREET,1
01/19/2017,7:06:00 PM,1A,1400 POPLAND ST,HOMICIDE,Inside,FIREARM,SOUTHERN,Curtis Bay,-76.59114,39.22895,VACANT DWELLING,1
01/19/2017,12:00:00 AM,1A,1600 CHILTON ST,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.59404,39.32755,STREET,1
01/15/2017,9:48:00 AM,1A,1800 N CAREY ST,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.6437,39.3097,STREET,1
01/15/2017,5:03:00 PM,1A,800 CLINTWOOD CT,HOMICIDE,Outside,FIREARM,SOUTHERN,Brooklyn,-76.60087,39.22991,PUBLIC AREA,1
01/13/2017,11:22:00 PM,1A,3400 GRANTLEY RD,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Ashburton,-76.67639,39.32594,STREET,1
01/12/2017,8:43:00 PM,1A,2900 BARCLAY ST,HOMICIDE,Outside,FIREARM,NORTHERN,Abell,-76.61115,39.32361,STREET,1
01/12/2017,8:09:00 PM,1A,1700 ABBOTSTON ST,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.59283,39.32191,STREET,1
01/10/2017,7:52:00 PM,1A,3000 ERDMAN AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Belair-Edison,-76.57425,39.32196,STREET,1
01/10/2017,3:00:00 PM,1A,2100 MC ELDERRY ST,HOMICIDE,Inside,FIREARM,EASTERN,CARE,-76.58754,39.29749,COMMON BUSINESS,1
01/09/2017,3:00:00 PM,1A,2400 W BALTIMORE ST,HOMICIDE,Outside,FIREARM,WESTERN,Penrose/Fayette Street Ou,-76.6549,39.28783,STREET,1
01/07/2017,12:15:00 AM,1A,400 PARKSLEY AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Gwynns Falls,-76.66566,39.27978,STREET,1
01/04/2017,6:10:00 PM,1A,100 E PATAPSCO AV,HOMICIDE,Outside,FIREARM,SOUTHERN,Brooklyn,-76.60945,39.23853,STREET,1
01/04/2017,11:40:00 PM,1A,900 PENNSYLVANIA AV,HOMICIDE,Inside,FIREARM,CENTRAL,Heritage Crossing,-76.62656,39.29702,DWELLING,1
01/03/2017,11:33:00 AM,1A,1500 N BENTALOU ST,HOMICIDE,Outside,FIREARM,WESTERN,Coppin Heights/Ash-Co-Eas,-76.65384,39.30471,STREET,1
01/01/2017,5:27:00 PM,1A,1000 N MOUNT ST,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.64447,39.30009,STREET,1
01/01/2017,3:11:00 PM,1A,1800 W FAYETTE ST,HOMICIDE,Outside,FIREARM,WESTERN,Franklin Square,-76.64538,39.28956,STREET,1
12/31/2016,12:58:00 AM,1A,2200 E NORTH AV,HOMICIDE,Outside,FIREARM,EASTERN,Broadway East,-76.5865,39.31248,STREET,1
12/28/2016,4:43:00 PM,1A,2800 EDMONDSON AV,HOMICIDE,Outside,FIREARM,WESTERN,Mosher,-76.66302,39.29451,STREET,1
12/25/2016,4:25:00 PM,1K,2000 BANK ST,HOMICIDE,Inside,KNIFE,SOUTHEASTERN,Upper Fells Point,-76.58862,39.28678,DWELLING,1
12/25/2016,3:53:00 PM,1A,100 N MONTFORD AV,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Patterson Place,-76.58342,39.2935,STREET,1
12/23/2016,6:30:00 AM,1A,1100 WARD ST,HOMICIDE,Inside,FIREARM,SOUTHERN,Washington Village/Pigtow,-76.63287,39.28172,DWELLING,1
12/22/2016,6:26:00 PM,1A,2400 EUTAW PL,HOMICIDE,Outside,FIREARM,CENTRAL,Reservoir Hill,-76.63687,39.31337,STREET,1
12/22/2016,6:25:00 PM,1A,3600 LYNDALE AV,HOMICIDE,Inside,FIREARM,NORTHEASTERN,Belair-Edison,-76.56833,39.31662,DWELLING,1
12/20/2016,9:16:00 PM,1A,1100 WARD ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Washington Village/Pigtow,-76.63247,39.28212,STREET,1
12/20/2016,8:09:00 PM,1A,5200 CUTHBERT AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Arlington,-76.68086,39.34665,STREET,1
12/19/2016,2:30:00 AM,1A,1800 RAYNER AV,HOMICIDE,Inside,FIREARM,WESTERN,Harlem Park,-76.64656,39.29703,VACANT DWELLING,1
12/19/2016,2:30:00 AM,1A,1800 RAYNER AV,HOMICIDE,Inside,FIREARM,WESTERN,Harlem Park,-76.64656,39.29703,VACANT DWELLING,1
12/19/2016,12:56:00 PM,1A,3500 WOODLAND AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Central Park Heights,-76.67353,39.3419,STREET,1
12/16/2016,8:31:00 PM,1A,2200 W LEXINGTON ST,HOMICIDE,Outside,FIREARM,WESTERN,Penrose/Fayette Street Ou,-76.65181,39.29043,STREET,1
12/16/2016,6:00:00 PM,1K,400 CAMBRIA ST,HOMICIDE,Inside,KNIFE,SOUTHERN,Brooklyn,-76.60509,39.2365,NA,1
12/15/2016,8:14:00 PM,1A,4800 CORDELIA AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Langston Hughes,-76.67822,39.34239,STREET,1
12/15/2016,11:30:00 PM,1A,5100 YORK RD,HOMICIDE,Outside,FIREARM,NORTHERN,Radnor-Winston,-76.60974,39.35023,PARKING LOT,1
12/14/2016,8:07:00 AM,1O,400 S MONROE ST,HOMICIDE,Inside,OTHER,SOUTHERN,Carrollton Ridge,-76.64658,39.2826,DWELLING,1
12/13/2016,5:51:00 PM,1A,3900 GROVELAND AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,West Arlington,-76.68422,39.34078,PUBLIC AREA,1
12/13/2016,5:51:00 PM,1A,3900 GROVELAND AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,West Arlington,-76.68422,39.34078,PUBLIC AREA,1
12/10/2016,12:55:00 PM,1A,1100 CURTAIN AV,HOMICIDE,Outside,FIREARM,EASTERN,East Baltimore Midway,-76.60187,39.31463,STREET,1
12/10/2016,1:21:00 AM,1A,2600 HARFORD RD,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.59276,39.31928,STREET,1
12/09/2016,9:45:00 PM,1A,2600 GREENMOUNT AV,HOMICIDE,Outside,FIREARM,NORTHERN,Harwood,-76.60951,39.32038,STREET,1
12/05/2016,12:49:00 PM,1A,100 N EUTAW ST,HOMICIDE,Outside,FIREARM,CENTRAL,Downtown,-76.62103,39.29047,STREET,1
12/04/2016,5:43:00 PM,1A,900 BENNETT PL,HOMICIDE,Inside,FIREARM,WESTERN,Harlem Park,-76.63314,39.29496,DWELLING,1
12/04/2016,5:43:00 PM,1A,900 BENNETT PL,HOMICIDE,Inside,FIREARM,WESTERN,Harlem Park,-76.63314,39.29496,DWELLING,1
12/04/2016,5:43:00 PM,1A,900 BENNETT PL,HOMICIDE,Inside,FIREARM,WESTERN,Harlem Park,-76.63314,39.29496,DWELLING,1
12/02/2016,3:49:00 PM,1K,3400 PULASKI HWY,HOMICIDE,Outside,KNIFE,SOUTHEASTERN,Ellwood Park/Monument,-76.56938,39.29609,COMMON BUSINESS,1
12/02/2016,3:17:00 PM,1A,1400 E PRESTON ST,HOMICIDE,Outside,FIREARM,EASTERN,Oliver,-76.59947,39.30518,STREET,1
11/30/2016,8:50:00 AM,1A,900 N BROADWAY,HOMICIDE,Outside,FIREARM,EASTERN,Gay Street,-76.59457,39.30056,STREET,1
11/30/2016,6:00:00 PM,1A,2900 GARRISON BLVD,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Hanlon-Longwood,-76.67729,39.32049,PUBLIC AREA,1
11/30/2016,6:00:00 PM,1A,2900 GARRISON BLVD,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Hanlon-Longwood,-76.67729,39.32049,PUBLIC AREA,1
11/30/2016,10:41:00 PM,1A,3500 FAIRVIEW AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Forest Park,-76.67654,39.32246,STREET,1
11/29/2016,5:08:00 PM,1A,4000 DUVALL AV,HOMICIDE,Inside,FIREARM,NORTHWESTERN,Windsor Hills,-76.68661,39.31852,DWELLING,1
11/25/2016,4:00:00 PM,1A,600 LAURENS ST,HOMICIDE,Outside,FIREARM,CENTRAL,Upton,-76.63568,39.30428,STREET,1
11/23/2016,6:50:00 PM,1A,0 S CAREY ST,HOMICIDE,Outside,FIREARM,WESTERN,Hollins Market,-76.63811,39.28851,STREET,1
11/23/2016,2:25:00 PM,1A,5600 ALBANENE PL,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Frankford,-76.53695,39.33557,STREET,1
11/23/2016,10:16:00 PM,1A,3200 VICKERS RD,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Hanlon-Longwood,-76.67107,39.31835,NA,1
11/22/2016,6:13:00 AM,1O,500 RANDOM RD,HOMICIDE,Outside,OTHER,SOUTHWESTERN,Beechfield,-76.70066,39.27953,ALLEY,1
11/21/2016,5:10:00 PM,1A,2900 ARUNAH AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Franklintown Road,-76.66527,39.29525,STREET,1
11/20/2016,2:40:00 PM,1O,1700 APPLETON ST,HOMICIDE,Inside,OTHER,WESTERN,Easterwood,-76.6489,39.3082,DWELLING,1
11/20/2016,1:02:00 PM,1A,1300 N MONROE ST,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.64774,39.30323,STREET,1
11/19/2016,7:06:00 PM,1A,5100 CHALGROVE AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Central Park Heights,-76.6712,39.35036,STREET,1
11/19/2016,10:26:00 PM,1A,1500 ORLEANS ST,HOMICIDE,Outside,FIREARM,EASTERN,Dunbar-Broadway,-76.59719,39.2952,STREET,1
11/19/2016,1:11:00 AM,1A,1700 E 25TH ST,HOMICIDE,Outside,FIREARM,EASTERN,Darley Park,-76.59334,39.31601,STREET,1
11/18/2016,11:00:00 PM,1O,2600 SHIRLEY AV,HOMICIDE,Inside,OTHER,NORTHERN,Greenspring,-76.66158,39.33489,DWELLING,1
11/17/2016,4:45:00 PM,1A,1000 HOMEWOOD AV,HOMICIDE,Outside,FIREARM,EASTERN,Johnston Square,-76.60638,39.30143,PUBLIC AREA,1
11/17/2016,10:32:00 PM,1A,5200 GWYNN OAK AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Howard Park,-76.70381,39.3299,STREET,1
11/15/2016,7:32:00 PM,1A,3000 OAKFIELD AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,West Forest Park,-76.68531,39.32116,STREET,1
