CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,District,Neighborhood,Longitude,Latitude,Premise,Total Incidents
05/26/2016,4:10:00 PM,1O,4200 WILLSHIRE AV,HOMICIDE,Outside,OTHER,NORTHEASTERN,Frankford,-76.54921,39.3392,STREET,1
05/25/2016,9:12:00 PM,1A,2400 FREDERICK AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Shipley Hill,-76.65457,39.28422,STREET,1
05/25/2016,7:58:00 PM,1A,400 FORREST ST,HOMICIDE,Outside,FIREARM,EASTERN,Oldtown,-76.60346,39.29506,STREET,1
05/25/2016,5:55:00 PM,1O,500 E PATAPSCO AV,HOMICIDE,Inside,OTHER,SOUTHERN,Brooklyn,-76.60335,39.23666,DWELLING,1
05/25/2016,5:28:00 PM,1A,1200 N CAREY ST,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.63895,39.30264,DWELLING,1
05/25/2016,,1A,0 N GILMOR ST,HOMICIDE,Outside,FIREARM,WESTERN,Franklin Square,-76.64246,39.28913,HOSPITAL,1
05/23/2016,10:56:00 PM,1A,3500 HAYWARD AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Arlington,-76.68,39.34921,STREET,1
05/23/2016,1:20:00 AM,1A,200 N STRICKER ST,HOMICIDE,Outside,FIREARM,WESTERN,Franklin Square,-76.64114,39.29081,NA,1
05/23/2016,1:15:00 PM,1A,5400 NELSON AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Arlington,-76.68577,39.3484,NA,1
05/20/2016,2:40:00 PM,1A,400 W SARATOGA ST,HOMICIDE,Outside,FIREARM,CENTRAL,Downtown,-76.62124,39.29285,STREET,1
05/17/2016,9:52:00 PM,1A,4200 SHELDON AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Belair-Edison,-76.56462,39.32861,NA,1
05/12/2016,10:44:00 PM,1A,1700 MANOR AV,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Broening Manor,-76.53302,39.27381,STREET,1
05/10/2016,5:50:00 PM,1A,1500 N SMALLWOOD ST,HOMICIDE,Outside,FIREARM,WESTERN,Coppin Heights/Ash-Co-Eas,-76.65249,39.3055,PUBLIC AREA,1
05/08/2016,2:26:00 AM,1A,600 N DECKER AV,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Ellwood Park/Monument,-76.5745,39.29841,STREET,1
05/07/2016,12:19:00 AM,1A,3400 ROUND RD,HOMICIDE,Outside,FIREARM,SOUTHERN,Cherry Hill,-76.6247,39.24394,PUBLIC AREA,1
05/06/2016,5:44:00 AM,1A,5700 JONQUIL AV,HOMICIDE,Inside,FIREARM,NORTHWESTERN,Glen,-76.68843,39.35185,NA,1
05/04/2016,10:30:00 PM,1K,1500 N DURHAM ST,HOMICIDE,Inside,KNIFE,EASTERN,Broadway East,-76.59209,39.30798,DWELLING,1
05/03/2016,6:24:00 PM,1A,6600 REISTERSTOWN RD,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Reisterstown Station,-76.70439,39.35756,PARKING LOT,1
05/02/2016,3:44:00 PM,1A,3600 ST VICTOR ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Brooklyn,-76.59682,39.23413,STREET,1
04/28/2016,9:58:00 PM,1A,4700 HADDON AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Howard Park,-76.69504,39.33317,NA,1
04/28/2016,8:07:00 PM,1A,2400 E LAFAYETTE AV,HOMICIDE,Outside,FIREARM,EASTERN,Broadway East,-76.58436,39.3111,STREET,1
04/28/2016,7:39:00 PM,1A,4700 GWYNN OAK AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Howard Park,-76.69574,39.33134,NA,1
04/27/2016,11:45:00 PM,1A,4700 LIBERTY HEIGHTS AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Howard Park,-76.6958,39.33146,STREET,1
04/26/2016,9:36:00 PM,1A,3200 E BALTIMORE ST,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Patterson Park Neighborho,-76.57218,39.29236,ALLEY,1
04/26/2016,7:07:00 PM,1A,2700 ASHLAND AV,HOMICIDE,Outside,FIREARM,EASTERN,Madison-Eastend,-76.5795,39.3011,NA,1
04/26/2016,10:00:00 PM,1A,500 N LOUDON AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Allendale,-76.68258,39.29255,ALLEY,1
04/25/2016,12:36:00 AM,1A,2500 JEFFERSON ST,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,McElderry Park,-76.58172,39.29678,STREET,1
04/25/2016,11:30:00 PM,1A,5400 PURDUE AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Woodbourne Heights,-76.5934,39.35461,PUBLIC AREA,1
04/25/2016,10:53:00 PM,1A,800 ASHBURTON ST,HOMICIDE,Outside,FIREARM,WESTERN,Mosher,-76.66159,39.29734,NA,1
04/24/2016,7:15:00 PM,1A,1400 E FAYETTE ST,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Dunbar-Broadway,-76.59805,39.29301,NA,1
04/24/2016,10:33:00 PM,1A,1400 MYRTLE AV,HOMICIDE,Outside,FIREARM,CENTRAL,Upton,-76.63366,39.29983,STREET,1
04/22/2016,7:54:00 PM,1A,3400 REISTERSTOWN RD,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Park Circle,-76.65916,39.32749,NA,1
04/19/2016,7:11:00 AM,1A,4000 WILSBY AV,HOMICIDE,Inside,FIREARM,NORTHERN,Pen Lucy,-76.60457,39.3383,NA,1
04/19/2016,12:59:00 AM,1A,3600 ESTHER PL,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Baltimore Highlands,-76.56726,39.29438,STREET,1
04/18/2016,1:46:00 PM,1A,1200 BONAPARTE AV,HOMICIDE,Outside,FIREARM,EASTERN,East Baltimore Midway,-76.59998,39.31544,NA,1
04/17/2016,2:16:00 AM,1A,600 N DUNCAN ST,HOMICIDE,Outside,FIREARM,EASTERN,CARE,-76.58724,39.29765,PARKING LOT,1
04/16/2016,11:50:00 AM,1A,1500 WASHINGTON BLVD,HOMICIDE,Outside,FIREARM,SOUTHERN,Carroll Park,-76.63745,39.27907,STREET,1
04/12/2016,2:45:00 AM,1A,3200 DUDLEY AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Belair-Edison,-76.56601,39.32404,NA,1
04/12/2016,1:15:00 AM,1A,3400 ROUND RD,HOMICIDE,Outside,FIREARM,SOUTHERN,Cherry Hill,-76.6247,39.24394,NA,1
04/11/2016,9:04:00 PM,1A,3800 HARLEM AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Edmondson Village,-76.68034,39.29516,STREET,1
04/11/2016,6:58:00 PM,1A,1500 PENNSYLVANIA AV,HOMICIDE,Outside,FIREARM,CENTRAL,Upton,-76.6333,39.30241,NA,1
04/08/2016,2:55:00 PM,1K,1400 AISQUITH ST,HOMICIDE,Inside,KNIFE,EASTERN,Oliver,-76.60235,39.30661,DWELLING,1
04/08/2016,1:44:00 PM,1A,5400 NELSON AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Arlington,-76.68577,39.3484,STREET,1
04/08/2016,1:07:00 PM,1A,3000 CHELSEA TER,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Concerned Citizens Of For,-76.68199,39.32146,STREET,1
04/07/2016,5:24:00 PM,1A,2100 W PRATT ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Carrollton Ridge,-76.65,39.28504,STREET,1
04/06/2016,3:47:00 AM,1A,1000 HILLEN ST,HOMICIDE,Inside,FIREARM,EASTERN,Oldtown,-76.60599,39.29647,COMMON BUSINESS,1
04/03/2016,12:05:00 AM,1A,2800 BOARMAN AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Towanda-Grantley,-76.66784,39.33791,STREET,1
03/31/2016,4:57:00 AM,1A,1500 LAKESIDE AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Ednor Gardens-Lakeside,-76.5942,39.32934,STREET,1
03/30/2016,11:29:00 PM,1A,300 E 22 1/2 ST,HOMICIDE,Outside,FIREARM,EASTERN,Barclay,-76.6126,39.31495,NA,1
03/29/2016,5:33:00 PM,1A,1800 E LAFAYETTE AV,HOMICIDE,Outside,FIREARM,EASTERN,Broadway East,-76.59286,39.31077,NA,1
03/27/2016,4:17:00 AM,1A,1300 BOYD ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Union Square,-76.63827,39.28707,STREET,1
03/24/2016,3:14:00 PM,1A,600 N AUGUSTA AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Edmondson Village,-76.68504,39.29433,STREET,1
03/22/2016,9:48:00 PM,1A,1600 MAY CT,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Dunbar-Broadway,-76.59587,39.29419,PUBLIC HOUSING,1
03/22/2016,6:30:00 PM,1A,400 N BOULDIN ST,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Ellwood Park/Monument,-76.57135,39.29611,STREET,1
03/20/2016,10:45:00 AM,1A,4500 E MONUMENT ST,HOMICIDE,Outside,FIREARM,EASTERN,Orangeville,-76.55913,39.29992,STREET,1
03/19/2016,6:20:00 PM,1A,3400 ST AMBROSE AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Central Park Heights,-76.67104,39.34136,STREET,1
03/18/2016,9:40:00 PM,1A,1200 MC CULLOH ST,HOMICIDE,Outside,FIREARM,CENTRAL,Upton,-76.62702,39.30192,STREET,1
03/17/2016,5:22:00 PM,1A,2100 W NORTH AV,HOMICIDE,Outside,FIREARM,WESTERN,Mondawmin,-76.65152,39.30972,STREET,1
03/16/2016,6:36:00 PM,1A,2800 E PRESTON ST,HOMICIDE,Outside,FIREARM,EASTERN,Berea,-76.57843,39.306,STREET,1
03/15/2016,9:05:00 PM,1A,2400 E MONUMENT ST,HOMICIDE,Inside,FIREARM,EASTERN,McElderry Park,-76.58283,39.29879,COMMON BUSINESS,1
03/13/2016,2:55:00 PM,1A,1500 N GILMOR ST,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.64336,39.30545,STREET,1
03/12/2016,6:45:00 PM,1A,2300 E CHASE ST,HOMICIDE,Outside,FIREARM,EASTERN,Biddle Street,-76.58497,39.30363,STREET,1
03/10/2016,11:17:00 PM,1A,800 FILLMORE ST,HOMICIDE,Outside,FIREARM,NORTHERN,Better Waverly,-76.60631,39.3252,STREET,1
03/06/2016,7:13:00 PM,1A,500 ORCHARD ST,HOMICIDE,Outside,FIREARM,CENTRAL,Seton Hill,-76.62346,39.2978,NA,1
03/03/2016,8:32:00 AM,1A,2300 N FULTON AV,HOMICIDE,Inside,FIREARM,WESTERN,Penn North,-76.644,39.31531,COMMON BUSINESS,1
02/29/2016,9:55:00 AM,1A,1900 W BALTIMORE ST,HOMICIDE,Outside,FIREARM,WESTERN,Penrose/Fayette Street Ou,-76.6472,39.28818,STREET,1
02/29/2016,5:27:00 PM,1A,2800 W LAFAYETTE AV,HOMICIDE,Inside,FIREARM,WESTERN,Mosher,-76.66382,39.29806,NA,1
02/26/2016,10:20:00 PM,1A,800 E 22ND ST,HOMICIDE,Outside,FIREARM,EASTERN,East Baltimore Midway,-76.6067,39.31461,NA,1
02/25/2016,9:24:00 PM,1A,2500 W LANVALE ST,HOMICIDE,Inside,FIREARM,WESTERN,Evergreen Lawn,-76.65679,39.29688,DWELLING,1
02/23/2016,9:36:00 AM,1A,1000 E PATAPSCO AV,HOMICIDE,Outside,FIREARM,SOUTHERN,Fairfield Area,-76.59563,39.23428,STREET,1
02/21/2016,8:13:00 PM,1A,1700 N HILTON ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Rosemont,-76.67223,39.307,NA,1
02/21/2016,2:04:00 AM,1K,700 W LAFAYETTE AV,HOMICIDE,Inside,KNIFE,CENTRAL,Upton,-76.63371,39.29963,DWELLING,1
02/21/2016,1:28:00 PM,1A,2300 DENISON ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Mount Holly,-76.6744,39.31318,STREET,1
02/20/2016,1:38:00 PM,1A,2300 W LAFAYETTE AV,HOMICIDE,Outside,FIREARM,WESTERN,Bridgeview/Greenlawn,-76.65368,39.29855,STREET,1
02/20/2016,1:38:00 PM,1A,2300 W LAFAYETTE AV,HOMICIDE,Outside,FIREARM,WESTERN,Bridgeview/Greenlawn,-76.65368,39.29855,STREET,1
02/19/2016,12:42:00 PM,1A,2300 AIKEN ST,HOMICIDE,Outside,FIREARM,EASTERN,East Baltimore Midway,-76.59842,39.31605,DWELLING,1
02/18/2016,11:03:00 PM,1A,2700 PELHAM AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Belair-Edison,-76.57358,39.32649,NA,1
02/17/2016,9:02:00 PM,1A,1900 N BENTALOU ST,HOMICIDE,Outside,FIREARM,WESTERN,Mondawmin,-76.65416,39.30997,STREET,1
02/15/2016,3:43:00 AM,1A,1900 E 31ST ST,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.58865,39.32632,STREET,1
02/12/2016,7:36:00 PM,1A,2100 W FAYETTE ST,HOMICIDE,Outside,FIREARM,WESTERN,Penrose/Fayette Street Ou,-76.65036,39.28939,STREET,1
02/11/2016,8:04:00 PM,1A,1900 CLIFTON AV,HOMICIDE,Outside,FIREARM,WESTERN,Mondawmin,-76.6485,39.31195,STREET,1
02/10/2016,9:18:00 PM,1A,2500 WINCHESTER ST,HOMICIDE,Outside,FIREARM,WESTERN,Bridgeview/Greenlawn,-76.65863,39.30149,STREET,1
02/10/2016,1:30:00 AM,1A,500 S BOND ST,HOMICIDE,Inside,FIREARM,SOUTHEASTERN,Fells Point,-76.59531,39.28513,COMMON BUSINESS,1
02/08/2016,11:31:00 PM,1A,700 N MILTON AV,HOMICIDE,Outside,FIREARM,EASTERN,Milton-Montford,-76.58236,39.29921,STREET,1
02/05/2016,8:54:00 AM,1A,3900 PENHURST AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Dolfield,-76.68155,39.33864,NA,1
02/05/2016,2:00:00 PM,1A,1000 E NORTH AV,HOMICIDE,Inside,FIREARM,EASTERN,East Baltimore Midway,-76.60494,39.31169,DWELLING,1
02/04/2016,1:59:00 AM,1A,0 S MORLEY ST,HOMICIDE,Inside,FIREARM,SOUTHWESTERN,Saint Josephs,-76.6754,39.28552,DWELLING,1
02/03/2016,10:23:00 PM,1A,700 N ROSE ST,HOMICIDE,Outside,FIREARM,EASTERN,Milton-Montford,-76.58165,39.29924,STREET,1
02/01/2016,9:46:00 PM,1K,1500 PENTRIDGE RD,HOMICIDE,Outside,KNIFE,NORTHEASTERN,Stonewood-Pentwood-Winsto,-76.58954,39.34754,STREET,1
01/29/2016,5:50:00 PM,1A,1200 N Patterson Park Av,HOMICIDE,Outside,FIREARM,EASTERN,Broadway East,-76.58553,39.30477,STREET,1
01/26/2016,8:26:00 PM,1K,0 N HIGHLAND AV,HOMICIDE,Outside,KNIFE,SOUTHEASTERN,Baltimore Highlands,-76.5694,39.29285,STREET,1
01/19/2016,6:16:00 PM,1A,400 ROUNDVIEW RD,HOMICIDE,Inside,FIREARM,SOUTHERN,Cherry Hill,-76.62005,39.24982,DWELLING,1
01/19/2016,2:30:00 PM,1A,0 S CULVER ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Saint Josephs,-76.67783,39.28555,STREET,1
01/18/2016,4:07:00 PM,1A,3400 FAIRVIEW AV,HOMICIDE,Inside,FIREARM,NORTHWESTERN,Forest Park,-76.67475,39.32185,DWELLING,1
01/15/2016,7:23:00 PM,1A,2500 ORLEANS ST,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,McElderry Park,-76.58204,39.29566,NA,1
01/12/2016,9:16:00 PM,1A,5600 HADDON AV,HOMICIDE,Inside,FIREARM,NORTHWESTERN,Grove Park,-76.70449,39.33799,DWELLING,1
01/11/2016,3:17:00 PM,1O,500 E NORTH AV,HOMICIDE,Inside,OTHER,EASTERN,East Baltimore Midway,-76.60926,39.31147,DWELLING,1
01/10/2016,9:04:00 PM,1K,3300 OLD YORK RD,HOMICIDE,Outside,KNIFE,NORTHERN,Waverly,-76.60847,39.32854,STREET,1
01/07/2016,7:58:00 PM,1A,300 E LANVALE ST,HOMICIDE,Outside,FIREARM,EASTERN,Greenmount West,-76.61177,39.30895,STREET,1
01/07/2016,7:34:00 PM,1A,5900 WINTHROPE AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Glenham-Belhar,-76.54744,39.35142,STREET,1
01/07/2016,4:21:00 PM,1A,1100 W SARATOGA ST,HOMICIDE,Outside,FIREARM,WESTERN,Poppleton,-76.63561,39.29242,ALLEY,1
01/05/2016,10:50:00 AM,1O,6400 PULASKI HWY,HOMICIDE,Inside,OTHER,NORTHEASTERN,Pulaski Industrial Area,-76.54095,39.30385,COMMON BUSINESS,1
01/01/2016,3:42:00 PM,1O,2300 E MADISON ST,HOMICIDE,Inside,OTHER,EASTERN,Milton-Montford,-76.58469,39.29978,DWELLING,1
12/31/2015,8:55:00 AM,1A,0 N POPPLETON ST,HOMICIDE,Outside,FIREARM,WESTERN,Poppleton,-76.63215,39.28953,STREET,1
12/30/2015,9:50:00 PM,1A,500 MC ELDERRY ST,HOMICIDE,Inside,FIREARM,EASTERN,Oldtown,-76.60283,39.29642,DWELLING,1
12/29/2015,2:42:00 PM,1A,4000 PENHURST AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,West Arlington,-76.68579,39.33873,STREET,1
12/28/2015,4:23:00 PM,1A,1900 BAKER ST,HOMICIDE,Outside,FIREARM,WESTERN,Easterwood,-76.64803,39.30663,STREET,1
12/28/2015,11:30:00 PM,1K,1700 E EAGER ST,HOMICIDE,Inside,KNIFE,EASTERN,Middle East,-76.59332,39.30188,DWELLING,1
12/28/2015,1:07:00 AM,1A,1000 GREENMOUNT AV,HOMICIDE,Inside,FIREARM,EASTERN,Johnston Square,-76.6073,39.30164,NA,1
12/27/2015,8:50:00 PM,1A,400 N MONTFORD AV,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,McElderry Park,-76.58357,39.29595,STREET,1
12/26/2015,12:45:00 PM,1A,800 W LEXINGTON ST,HOMICIDE,Outside,FIREARM,WESTERN,Poppleton,-76.63119,39.29105,ALLEY,1
12/23/2015,7:50:00 PM,1A,5300 FRANKFORD AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Frankford,-76.54079,39.3244,NA,1
12/20/2015,12:30:00 PM,1K,1300 MC CULLOH ST,HOMICIDE,Inside,KNIFE,CENTRAL,Madison Park,-76.62792,39.30271,PUBLIC SCHOOL,1
12/20/2015,1:49:00 AM,1K,300 N CALVERT ST,HOMICIDE,Outside,KNIFE,CENTRAL,Downtown,-76.61258,39.29369,STREET,1
12/20/2015,1:49:00 AM,1K,300 N CALVERT ST,HOMICIDE,Outside,KNIFE,CENTRAL,Downtown,-76.61258,39.29369,STREET,1
12/20/2015,1:01:00 AM,1A,1100 N CARROLLTON AV,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.6374,39.30153,ALLEY,1
12/18/2015,6:41:00 PM,1A,2400 W FAYETTE ST,HOMICIDE,Outside,FIREARM,WESTERN,Penrose/Fayette Street Ou,-76.6549,39.28923,STREET,1
12/17/2015,5:10:00 PM,1O,3600 PULASKI HWY,HOMICIDE,Inside,OTHER,EASTERN,Baltimore Highlands,-76.56742,39.29631,DWELLING,1
12/16/2015,9:50:00 AM,1A,2100 BARCLAY ST,HOMICIDE,Inside,FIREARM,EASTERN,Barclay,-76.61111,39.31357,DWELLING,1
12/16/2015,12:38:00 PM,1O,700 E 23RD ST,HOMICIDE,Inside,OTHER,EASTERN,East Baltimore Midway,-76.60791,39.31556,DWELLING,1
12/15/2015,7:49:00 PM,1K,300 S DALLAS CT,HOMICIDE,Inside,KNIFE,SOUTHEASTERN,Perkins Homes,-76.59647,39.2873,NA,1
12/14/2015,11:27:00 AM,1A,5300 GIST AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Woodmere,-76.68492,39.34657,NA,1
12/13/2015,11:21:00 PM,1A,1500 N SMALLWOOD ST,HOMICIDE,Outside,FIREARM,WESTERN,Coppin Heights/Ash-Co-Eas,-76.65249,39.3055,STREET,1
12/11/2015,12:35:00 AM,1A,5100 PARK HEIGHTS AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Central Park Heights,-76.67491,39.34843,STREET,1
12/09/2015,2:04:00 AM,1A,2400 GUILFORD AV,HOMICIDE,Outside,FIREARM,NORTHERN,Barclay,-76.61281,39.31666,STREET,1
12/06/2015,5:25:00 PM,1A,400 MANSE CT,HOMICIDE,Inside,FIREARM,CENTRAL,Upton,-76.62696,39.30132,DWELLING,1
12/06/2015,2:54:00 AM,1A,2600 BOONE ST,HOMICIDE,Outside,FIREARM,NORTHERN,Better Waverly,-76.60866,39.31967,STREET,1
12/06/2015,10:00:00 PM,1A,1900 WILHELM ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Carrollton Ridge,-76.64692,39.28371,STREET,1
12/05/2015,3:25:00 AM,1K,2200 DRUID HILL AV,HOMICIDE,Outside,KNIFE,CENTRAL,Druid Heights,-76.63747,39.30915,STREET,1
12/04/2015,7:50:00 PM,1A,5600 THE ALAMEDA,HOMICIDE,Outside,FIREARM,NORTHERN,Glen Oaks,-76.59543,39.35732,PARKING LOT,1
12/04/2015,4:38:00 PM,1A,2000 KENNEDY AV,HOMICIDE,Outside,FIREARM,EASTERN,East Baltimore Midway,-76.60432,39.31315,STREET,1
12/03/2015,1:48:00 AM,1A,900 DANTREY CT,HOMICIDE,Inside,FIREARM,SOUTHERN,Brooklyn,-76.59941,39.22971,DWELLING,1
12/02/2015,9:05:00 PM,1A,2800 LAURETTA AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Penrose/Fayette Street Ou,-76.66302,39.29369,STREET,1
12/02/2015,10:44:00 AM,1A,1900 WALBROOK AV,HOMICIDE,Outside,FIREARM,WESTERN,Mondawmin,-76.64828,39.3109,STREET,1
12/02/2015,1:34:00 AM,1A,1300 N LONGWOOD ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Rosemont,-76.66721,39.30296,ALLEY,1
12/01/2015,3:26:00 PM,1A,1200 N CAROLINE ST,HOMICIDE,Outside,FIREARM,EASTERN,Oliver,-76.59802,39.30431,STREET,1
11/29/2015,2:14:00 PM,1A,2000 DENISON ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Walbrook,-76.67415,39.31009,NA,1
11/28/2015,4:05:00 AM,1A,600 S MONROE ST,HOMICIDE,Inside,FIREARM,SOUTHERN,Carrollton Ridge,-76.64654,39.28071,DWELLING,1
11/21/2015,10:17:00 AM,1A,1500 SCHOOL ST,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.64198,39.30583,STREET,1
11/20/2015,4:28:00 PM,1A,500 ANNABEL AV,HOMICIDE,Outside,FIREARM,SOUTHERN,Brooklyn,-76.60315,39.23783,STREET,1
11/19/2015,9:44:00 PM,1A,2600 W FAIRMOUNT AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Shipley Hill,-76.65865,39.28829,STREET,1
11/18/2015,10:15:00 PM,1A,3200 BELAIR RD,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Clifton Park,-76.57477,39.32074,STREET,1
11/16/2015,9:30:00 PM,1A,3100 NORMOUNT AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Rosemont,-76.66925,39.30244,NA,1
11/16/2015,6:19:00 PM,1A,1200 N EDEN ST,HOMICIDE,Outside,FIREARM,EASTERN,Oliver,-76.59955,39.30415,PUBLIC AREA,1
11/16/2015,10:46:00 AM,1A,5300 SINCLAIR LA,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Frankford,-76.54174,39.32359,NA,1
11/15/2015,7:52:00 PM,1A,3500 E BALTIMORE ST,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Baltimore Highlands,-76.56847,39.29255,NA,1
11/14/2015,9:16:00 PM,1A,2400 WESTPORT ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Westport,-76.6366,39.26201,NA,1
11/14/2015,8:43:00 PM,1A,5200 WINDSOR MILL RD,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Dickeyville,-76.70824,39.31072,STREET,1
11/14/2015,7:00:00 PM,1K,0 N ABINGTON AV,HOMICIDE,Outside,KNIFE,SOUTHWESTERN,Carroll-South Hilton,-76.6711,39.28614,STREET,1
11/14/2015,11:20:00 PM,1A,1200 N CAROLINE ST,HOMICIDE,Outside,FIREARM,EASTERN,Oliver,-76.59803,39.30448,STREET,1
11/14/2015,,1A,0 N BENTALOU ST,HOMICIDE,Outside,FIREARM,WESTERN,Penrose/Fayette Street Ou,-76.65285,39.28832,STREET,1
11/12/2015,6:23:00 PM,1A,4000 BELWOOD AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Waltherson,-76.55545,39.33795,STREET,1
11/09/2015,9:30:00 PM,1A,3500 PARK HEIGHTS AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Park Circle,-76.65825,39.32839,STREET,1
11/08/2015,4:30:00 PM,1A,0 S GILMOR ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Union Square,-76.64239,39.2879,STREET,1
11/08/2015,11:33:00 AM,1A,5400 BELAIR RD,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Waltherson,-76.55152,39.33825,STREET,1
11/08/2015,1:34:00 AM,1A,2700 EDMONDSON AV,HOMICIDE,Outside,FIREARM,WESTERN,Mosher,-76.66151,39.29457,STREET,1
11/07/2015,2:58:00 AM,1A,3200 CHESTERFIELD AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Belair-Edison,-76.56731,39.32304,STREET,1
11/07/2015,2:58:00 AM,1A,3200 CHESTERFIELD AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Belair-Edison,-76.56731,39.32304,STREET,1
11/05/2015,10:06:00 PM,1K,4000 GRANTLEY RD,HOMICIDE,Inside,KNIFE,NORTHWESTERN,East Arlington,-76.67053,39.33369,DWELLING,1
11/04/2015,3:47:00 PM,1A,2200 N FULTON AV,HOMICIDE,Outside,FIREARM,WESTERN,Parkview/Woodbrook,-76.64624,39.3133,STREET,1
11/04/2015,12:23:00 AM,1A,1100 LAURENS ST,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.63692,39.30345,STREET,1
11/03/2015,7:56:00 PM,1A,1900 PARKSLEY AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Morrell Park,-76.65358,39.26556,STREET,1
11/03/2015,6:14:00 PM,1A,800 LYNDHURST ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Edmondson Village,-76.68138,39.29652,STREET,1
10/31/2015,4:47:00 PM,1K,200 S SPRING CT,HOMICIDE,Outside,KNIFE,SOUTHEASTERN,Perkins Homes,-76.59822,39.2888,PUBLIC HOUSING,1
10/30/2015,9:29:00 PM,1A,700 E NORTH AV,HOMICIDE,Outside,FIREARM,EASTERN,East Baltimore Midway,-76.60813,39.31154,STREET,1
10/27/2015,5:12:00 PM,1A,1500 RUTLAND AV,HOMICIDE,Outside,FIREARM,EASTERN,Broadway East,-76.59282,39.30789,STREET,1
10/26/2015,9:50:00 PM,1A,5400 MOORES RUN DR,HOMICIDE,Inside,FIREARM,NORTHEASTERN,Frankford,-76.53458,39.33041,PUBLIC AREA,1
10/25/2015,9:05:00 PM,1A,2900 GARRISON BLVD,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Hanlon-Longwood,-76.67729,39.32049,PUBLIC AREA,1
